Mine ID,Mine Name,Mine Name AKAs,GEM Wiki Page (ENG),GEM Wiki Page (Non-ENG),Status,Status Detail,Project Type,Project Phase,Operators,Owners,Production or Capacity Data,"Coal Output (Annual, Mt)","Coal Ouput (Annual, Mst)",Mine Type,Mining Method,Mine Size (Km2),Mine Depth (m),Depth Accuracy,Coal Type,Coal Grade,Worforce Size,Reserves Total (Proven & Probable),Proven Reserve,Probable Reserve,Resource (Measured),Resource (Indicated),Resource (Measure + Indicated),"Resource (Total - Inferred, Indicated, Measured)",Reserve to Production Ratio (R/P),Coalfield,Location,County,"Prefecture, District","State, Province",Country,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Coal Plant, Steel Plant, Terminal","Coal Plant, Steel Plant, Terminal GEM Wiki",Opening Year,Reported Life of Mine (Remaining)
M1443,Awaroa,Rotowaro,https://www.gem.wiki/Rotowaro_Opencast_Mine,,Operating,,,,BT Mining,Bathurst Resources Ltd. / Talleys,Production,0.6523,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,167,1.4,-,-,-,-,-,-,,,Rotowaro,,,Waikato,New Zealand,Australia & NZ,-37.594308,175.074334,Exact,,,,1915,5
M0167,Ba Leng Coal Mine,鄂托克前旗恒源投资实业有限责任公司巴愣煤矿,https://www.gem.wiki/Ba_Leng_coal_mine,https://www.gem.wiki/鄂托克前旗恒源投资实业有限责任公司巴愣煤矿,Proposed,Construction,New,,Etuoke Qianqi Hengyuan Investment Industrial Company,Shanxi Jincheng Anthracite Coal Industry Group,Capacity,8,,Underground,,82.20,490,Estimate,Bituminous,,50,-,-,-,438.96,-,-,740.7,,,Shanghaimiao,Otog Front Banner,Ordos,Inner Mongolia,China,East Asia,38.474786,106.668299,Approximate,,,,,39
M0772,Bachatsky Coal Mine,Бачатский,https://www.gem.wiki/Bachatsky_coal_mine,,Operating,,,,Kuzbassrazrezugol,Ural Mining Metallurgical Company,Production,8.9,,Surface,Open Pit,22,59,Estimate,Bituminous,Thermal & Met,,312,-,-,-,-,-,-,35,,Bachatsky,,,Kemerovo,Russia,Eurasia,54.273009,86.196231,Exact,,,,1949,
M0727,Baganuur Coal Mine,,https://www.gem.wiki/Baganuur_mine,,Operating,,,,Baganuur JSC,Baganuur JSC,Production,4,,Surface,Open Pit,,59,Estimate,Bituminous,,,210,210,-,-,-,-,-,53,,,,,,Mongolia,East Asia,47.75055,108.32485,Exact,Coal Plant,"Ulaanbaatar 2, 3, and 4 Power Station",https://www.gem.wiki/Ulaanbaatar_Thermal_Power_Plant_No._3,1978,
M1280,Bağlık-İnağzı Coal Mine,,https://www.gem.wiki/Bağlık-İnağzı_coal_mine,,Proposed,Announced,New,,Tumas,TTK,Capacity,2.5,,Underground,,,446,Estimate,Bituminous,,2500,136,136,-,-,-,-,-,54,Bağlık-İnağzı,,,,Zonguldak,Turkey,Europe (non-EU),41.464983,31.824399,Approximate,,,,2024,
M0168,Baijia Haizi Coal Mine,内蒙古鄂尔多斯联海煤业有限公司白家海子煤矿,https://www.gem.wiki/Baijia_Haizi_coal_mine,https://www.gem.wiki/内蒙古鄂尔多斯联海煤业有限公司白家海子煤矿,Proposed,Construction,New,,Inner Mongolia Ordos Lianhai Coal Industry Company,"Inner Mongolia Huineng Coal and Electricity Group (60%), Inner Mongolia Ordos Investment Holding Group (38%), Bayannaoer Zhuoyue Building Materials Company (1%)",Capacity,15,,Underground,,169.19,490,Estimate,Bituminous,Thermal,1783,-,-,-,-,-,-,2032.9,,Dongsheng,Galutu Town,Wushen Banner,Ordos,Inner Mongolia,China,East Asia,38.417975,108.960119,Exact,,,,,96.8
M0988,Bailey Coal Mine,Pennsylvania Mining Complex,https://www.gem.wiki/Bailey_Mine,,Operating,,,,Consol Pennsylvania Coal Company,Consol Energy,Production,11.07,12.2,Underground,Longwall,,304,Exact,Bituminous,Thermal,684,34,-,-,-,-,-,-,3,Appalachian Region,Graysville,Greene,,Pennsylvania,United States,US & Canada,39.9609,-80.4039,Exact,,,,1984,
M0169,Bailongshan No.1 Coal Mine,华能滇东矿业分公司白龙山煤矿一井,https://www.gem.wiki/Bailongshan_No.1_Coal_Mine,https://www.gem.wiki/华能滇东矿业分公司白龙山煤矿一井,Proposed,Construction,New,,Huaneng Diandong Mining Company,"China Huaneng (34%), Shanghua Investment Company (8%), HKSCC Nominees Limited (25%), HeBei Construction & Investment Group (3%), Others (30%)",Capacity,3,,Underground,,32.04,490,Estimate,Anthracite,,,-,-,-,304.79,-,-,397.63,,,Huangnihe Town,Fuyuan  County,Qujing,Yunnan,China,East Asia,25.201695,104.63952,Exact,,,,,73.6
M0170,Baishihu Surface Mine,伊吾广汇矿业有限公司白石湖露天煤矿,https://www.gem.wiki/Baishihu_Surface_Mine,https://www.gem.wiki/%E4%BC%8A%E5%90%BE%E5%B9%BF%E6%B1%87%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%99%BD%E7%9F%B3%E6%B9%96%E9%9C%B2%E5%A4%A9%E7%85%A4%E7%9F%BF,Operating,,,,Yiwu Gunaghui Mining Company,"Guanghui Energy Holding Company (94%), Xinjiang Guanghui Industry Investment Group Company (5%), Xinjiang Production and Construction Corps (1%)",Capacity,6,,Surface,Open Pit,33.09,59,Estimate,Bituminous,Thermal,,-,-,-,530,-,-,807,,,Naomaohu Town,Yiwu,Hami,Xinjiang,China,East Asia,43.917059,94.670358,Exact,,,,2017,81
M0171,Baishupo Coal Mine,准格尔旗柏树坡煤炭有限责任公司,https://www.gem.wiki/Baishupo_coal_mine,https://www.gem.wiki/准格尔旗柏树坡煤炭有限责任公司,Proposed,Construction,New,,Zhungeer Banner Baishupo Coal Company,"Zhangjiagang Free Trade Zone Liyuan Energy Investment (11%), Shanxi Coal Import and Export Group (7%), Shanxi Financial Investment Holding Group (9%), Mizuki Hongdao (Beijing) Asset Management Company (6%), Inner Mongolia Jinyue Energy Group (8%), Others (59%)",Capacity,1.2,,Underground,,5.71,490,Estimate,Bituminous,Thermal,260,25.08,-,-,-,-,-,37.86,21,Jungar,,Jungar Banner,Ordos,Inner Mongolia,China,East Asia,39.725303,111.335131,Exact,,,,,16.08
M0172,Baiyanghe Coal Mine,新疆明基能源有限公司白杨河矿井,https://www.gem.wiki/Baiyanghe_coal_mine,https://www.gem.wiki/新疆明基能源有限公司白杨河矿井,Proposed,Permitted,New,Stage 1,Xinjiang Mingji Energy Company,"Shandong Lutai Holding Group (75%), Ming Kei Energy Investment Company (25%)",Capacity,1.2,,Underground,,20.57,490,Estimate,Bituminous,,50,-,-,-,508,-,-,1074,,,,Hutubi County,Changji Hui Autonomous Prefecture,Xinjiang,China,East Asia,44.048539,88.529268,Exact,,,,,64
M0172,Baiyanghe Coal Mine,新疆明基能源有限公司白杨河矿井,https://www.gem.wiki/Baiyanghe_coal_mine,https://www.gem.wiki/新疆明基能源有限公司白杨河矿井,Proposed,Permitted,Expansion,Stage 2,Xinjiang Mingji Energy Company,"Shandong Lutai Holding Group (75%), Ming Kei Energy Investment Company (25%)",Capacity,3.8,,Underground,,20.57,490,Estimate,Bituminous,,51,-,-,-,-,-,-,-,,,,Hutubi County,Changji Hui Autonomous Prefecture,Xinjiang,China,East Asia,44.048539,88.529268,Exact,,,,,64
M0173,Baiyinhua Haizhou No. 4 Surface Mine,内蒙古白音华海州露天煤矿（白音华四号露天矿）,https://www.gem.wiki/Baiyinhua_Haizhou_No.4_Surface_Mine,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E7%99%BD%E9%9F%B3%E5%8D%8E%E6%B5%B7%E5%B7%9E%E9%9C%B2%E5%A4%A9%E7%85%A4%E7%9F%BF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%9B%9B%E5%8F%B7%E9%9C%B2%E5%A4%A9%E7%9F%BF,Operating,,,,Inner Mongolia Baiyinhua Haizhou Surface Mine Company,"Liaoning Energy Industry Holding Group Company (83%), China Huaneng (5%)",Capacity,10,,Underground & Surface,Mixed,25,59,Estimate,Lignite,Thermal,,-,-,-,635,-,-,832,,,Baiyinhua Town,West Ujimqin Banner,Xilin Gol,Inner Mongolia,China,East Asia,44.947927,118.666974,Exact,,,,,32
M0174,Baiyinhua No. 2 Surface Mine,内蒙古锡林郭勒白音华煤电有限责任公司露天矿,https://www.gem.wiki/Baiyinhua_Surface_Mine,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%99%BD%E9%9F%B3%E5%8D%8E%E7%85%A4%E7%94%B5%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E9%9C%B2%E5%A4%A9%E7%9F%BF,Operating,,,,Inner Mongolia Xilin Gol Baiyinhua Coal and Electricity Company,"State Power Investment Corporation (SPIC) (91.2%), Huolinhe Coal Industry Group Company (8%), Others (1%)",Capacity,15,,Surface,Open Pit,25.81,50,Estimate,Lignite,Thermal,,-,-,-,731,-,-,998,,,Baiyinhua Town,West Ujimqin Banner,Xilin Gol,Inner Mongolia,China,East Asia,44.809523,118.500466,Exact,,,,2010,49
M0175,Baiyinhua No.1 Surface Mine,内蒙古平西白音华煤业有限公司(白音华一号露天煤矿),https://www.gem.wiki/Baiyinhua_No.1_Surface_Mine,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E5%B9%B3%E8%A5%BF%E7%99%BD%E9%9F%B3%E5%8D%8E%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%EF%BC%88%E7%99%BD%E9%9F%B3%E5%8D%8E%E4%B8%80%E5%8F%B7%E9%9C%B2%E5%A4%A9%E7%85%A4%E7%9F%BF%EF%BC%89,Proposed,Construction,Expansion,Stage 2,Inner Mongolia Pingxi Baiyinhua Coal Industry Group,"China Guodian (51%), China Cinda Asset Management Company (32%), Chifeng City Economic and Information Commission (17%)",Capacity,5,,Surface,Open Pit,19.92,50,Estimate,Lignite,Thermal,,-,-,-,-,-,-,-,,,Baiyinhua Town,West Ujimqin Banner,Xilin Gol,Inner Mongolia,China,East Asia,44.786827,118.455621,Exact,,,,2016,95
M0175,Baiyinhua No.1 Surface Mine,内蒙古平西白音华煤业有限公司(白音华一号露天煤矿),https://www.gem.wiki/Baiyinhua_No.1_Surface_Mine,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E5%B9%B3%E8%A5%BF%E7%99%BD%E9%9F%B3%E5%8D%8E%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%EF%BC%88%E7%99%BD%E9%9F%B3%E5%8D%8E%E4%B8%80%E5%8F%B7%E9%9C%B2%E5%A4%A9%E7%85%A4%E7%9F%BF%EF%BC%89,Operating,,,,Inner Mongolia Pingxi Baiyinhua Coal Industry Group,"China Guodian (51%), China Cinda Asset Management Company (32%), Chifeng City Economic and Information Commission (17%)",Capacity,7,,Surface,Open Pit,19.92,50,Estimate,Lignite,Thermal,,-,-,-,535,-,-,783,,,Baiyinhua Town,West Ujimqin Banner,Xilin Gol,Inner Mongolia,China,East Asia,44.786827,118.455621,Exact,,,,2016,95
M0176,Baiyinhua No.3 Surface Mine,内蒙古白音华蒙东露天煤业有限公司白音华煤田三号露天矿,https://www.gem.wiki/Baiyinhua_No.3_Surface_Mine,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E7%99%BD%E9%9F%B3%E5%8D%8E%E8%92%99%E4%B8%9C%E9%9C%B2%E5%A4%A9%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%99%BD%E9%9F%B3%E5%8D%8E%E7%85%A4%E7%94%B0%E4%B8%89%E5%8F%B7%E9%9C%B2%E5%A4%A9%E7%9F%BF,Operating,,,,Inner Mongolia Baiyinhua Mengdong Surface Coal Industry Company,"State Power Investment Corporation (SPIC) (43%), Huolinhe Coal Industry Group Company (23%), Industrial and Commercial Bank of China (33%)",Capacity,20,,Surface,Open Pit,46.57,50,Estimate,Lignite,Thermal,,-,-,-,1314,-,-,1452,,Baiyinhua Coal Field,Baiyinhua Town,West Ujimqin Banner,Xilin Gol,Inner Mongolia,China,East Asia,44.897826,118.615908,Exact,,,,2007,85
M1100,Baiyinwusu Coal Mine,神华集团海勃湾矿业有限责任公司白音乌素煤矿,https://www.gem.wiki/Baiyinwusu_Coal_Mine,https://www.gem.wiki/神华集团海勃湾矿业有限责任公司白音乌素煤矿,Proposed,Construction,Upgrade,,Shenhua Group Bohaiwan Mining Company,National Energy Investment Group,Capacity,1.2,,Underground,,11.0374,490,Estimate,Lignite,Thermal,,-,-,-,-,-,-,-,,,Bayinwusu Village,Hainan,Wuhai,Inner Mongolia,China,East Asia,39.835551,106.776748,Exact,,,,,
M0658,Balangon Coal Mine,"Semesta Centramas (SCM), PT Laskar Semesta Alam (LSA) and PT Paramitha Cipta Sarana (PCS)",https://www.gem.wiki/Balangon_coal_mines,,Operating,,,,Balangon Coal Companies,Adaro Group,Production,4.7,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,,-,-,-,-,-,-,-,,,,,,South Kalimantan,Indonesia,South East Asia,-2.354545,115.604525,Exact,,,,,
M0478,Balaram Coal Mine,,https://www.gem.wiki/Balaram_coal_mine,,Proposed,Permitted,Expansion,,Mahanadi Coalfields Limited (MCL),Coal India,Capacity,7,,Surface,Open Pit,25.58,50,Estimate,Subbituminous,Thermal,,166,-,-,-,-,-,756,24,Talcher,,,Angul,Odisha,India,South Asia,20.962009,85.178092,Approximate,,,,TBD,45
M0177,Balasu Coal Mine,陕西延长石油巴拉素煤业有限公司巴拉素煤矿,https://www.gem.wiki/Balasu_mine,https://www.gem.wiki/陕西延长石油巴拉素煤业有限公司巴拉素煤矿,Proposed,Permitted,New,,Shaanxi Yanchang Petroleum and Balasu Coal Industry Company,Shaanxi Yanchang Petroleum Group,Capacity,10,,Underground,,300.40,490,Estimate,Bituminous,,,-,-,-,2622.73,-,-,4971.46,,,"Xinmiaotan Village, Balasu Town",Yuyang District,Yulin,Shaanxi,China,East Asia,38.2674,109.2095,Exact,,,,,187.3
M1375,Balingian Coal Mine,,https://www.gem.wiki/Balingian_coal_mine,,Operating,,,,Balingian Energy Minerals (BEM),Sarawak Energy,Production,1.6,,Underground,,,500,,Subbituminous,Thermal,,-,-,-,-,-,-,-,,Sarawak,Jalan Bukut,Baligian,Mukah Division,Sarawak,Malaysia,South East Asia,2.7408969,112.4729203,Exact,Coal Plant,Balingian New Power Station,https://www.gem.wiki/Balingian_New_power_station,2018,
M1346,Balongtu Surface Mine,内蒙古汇能煤电集团巴隆图煤炭有限公司,https://www.gem.wiki/Balongtu_Surface_Mine,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E6%B1%87%E8%83%BD%E7%85%A4%E7%94%B5%E9%9B%86%E5%9B%A2%E5%B7%B4%E9%9A%86%E5%9B%BE%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Operating,,,,"Inner Mongolia Huineng Coal Power Group Balongtu Coal Co., Ltd.","Inner Mongolia Huineng Coal & Electrical Group Co., Ltd.",Capacity,1.5,,Surface,Open Pit,26.974,59,Estimate,Bituminous,Thermal,141,119.81,-,-,-,-,-,-,80,,Talahao Town,Dongsheng District,Ordos,Inner Mongolia,China,East Asia,39.832966,110.144414,Approximate,,,,2013,
M1467,Ban Chaung,,https://www.gem.wiki/Ban_Chaung_coal_mine,,Operating,,,,East Star Company,Energy Earth Public Company Limited,Production,0.18,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,,-,-,-,-,-,-,-,,,Dawei,,Tanintharyi,Karen,Myanmar,South East Asia,13.832842,98.688263,Exact,,,,2012,
M0178,Baode Coal Mine,中国神华能源股份有限公司保德煤矿,https://www.gem.wiki/Baode_Coal_Mine,https://www.gem.wiki/%E4%B8%AD%E5%9B%BD%E7%A5%9E%E5%8D%8E%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%BF%9D%E5%BE%B7%E7%85%A4%E7%9F%BF,Operating,,,,China Shenhua Energy,"National Energy Investment Group (69%), HKSCC Nominees Limited (17%), Others (14%)",Capacity,14,,Underground,,55.90,490,Estimate,Bituminous,Thermal,,680,-,-,-,-,-,1055,49,,Qiaotou Town,Baode County,Xinzhou,Shanxi,China,East Asia,38.950871,111.089441,Exact,,,,2002,
M0179,Baodian Coal Mine,兖州煤业股份有限公司鲍店煤矿,https://www.gem.wiki/Baodian_Coal_Mine,https://www.gem.wiki/%E5%85%96%E5%B7%9E%E7%85%A4%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%B2%8D%E5%BA%97%E7%85%A4%E7%9F%BF,Operating,,,,Yanzhou Coal Mining Company,"Yankuang Group (46%), HKSCC Nominees Limited (39%), Others (15%)",Capacity,6,,Underground,,37.01,490,Estimate,Bituminous,Thermal,,72,-,-,-,-,-,345,12,,Taiping Town,Zoucheng,Jining,Shandong,China,East Asia,35.427152,116.836876,Exact,,,,1986,10
M0180,Baoqing Chaoyang Surface Coal Mine,神华国能宝清煤电化有限公司朝阳露天煤矿,https://www.gem.wiki/Baoqing_Chaoyang_surface_mine,https://www.gem.wiki/神华国能宝清煤电化有限公司朝阳露天煤矿,Operating,,,,Shenhua Guoneng Baoqing Coal Electricity Chemical Company,"National Energy Investment Group (90%), Baoqing County State Owned Esset Management Company (10%)",Capacity,11,,Surface,Open Pit,76.80,50,Estimate,Lignite,Thermal,,-,-,-,836.64,-,-,-,,,Chaoyang Town,Baoqing,Shuangyashan,Heilongjiang,China,East Asia,46.271618,132.573834,Exact,,,,,80
M0008,Baralaba Coal Mine,Baralaba North,https://www.gem.wiki/Baralaba_coal_mine,,Operating,,,,Wonbindi Coal,Baralaba Coal Company,Production,4.1,,Surface,Open Pit,,59,Estimate,Bituminous,Thermal & Met,,79,-,-,-,-,-,166,19,Bowen,,,,Queensland,Australia,Australia & NZ,-24.256025,149.851007,Exact,,,,2018,
M0122,Barapakuria Coal Mine,,https://www.gem.wiki/Barapukuria_coal_mine,,Operating,,,,Barapakuria Coal Mining Company Limited (BCMCL),Petrobangla,Production,1,,Underground,,,494,Estimate,Bituminous,Thermal,,64,-,-,-,-,-,350,64,Dinajpur,,,Dinajpur,Rangpur,Bangladesh,South Asia,25.547269,88.96062,Exact,,,,,
M0122,Barapakuria Coal Mine,,https://www.gem.wiki/Barapukuria_coal_mine,,Proposed,,Expansion,,Barapakuria Coal Mining Company Limited (BCMCL),Petrobangla,Capacity,0.5,,Underground,,,494,Estimate,Bituminous,Thermal,,-,-,-,-,-,-,-,,Dinajpur,,,Dinajpur,Rangpur,Bangladesh,South Asia,25.547269,88.96062,Exact,,,,TBD,
M0479,Baroud Coal Mine,,https://www.gem.wiki/Baroud_coal_mine,,Operating,,,,South Eastern Coalfields Limited (SECL),Coal india,Production,2.7,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,,116.69,116.69,-,-,-,-,-,43,Raigarh,,,,Chhattisgarh,India,South Asia,22.2678,83.3457,Exact,,,,,
M1361,Barsingsar Coal Mine,,https://www.gem.wiki/Barsingsar_coal_mine,,Operating,,,,Neyveli Lignite Corporation,Neyveli Lignite Corporation,Production,1.4,,Surface,Open Pit,,50,Estimate,Lignite,Thermal,,53,-,-,-,-,-,-,38,Bikaner,,,,Rajasthan,India,South Asia,27.4859,73.112,Exact,,,,,
M0728,Baruun Naran Coal Mine,Баруун Наран нүүрсний уурхай,https://www.gem.wiki/Baruun_Naran_coal_mine,,Operating,,,,Khangad Exploration LLC,Mongolian Mining Corporation,Production,7,,Surface,Open Pit,44.00,59,Estimate,Bituminous,Met,,174,-,-,-,-,260,330,25,,,,,South Gobi,Mongolia,East Asia,43.597948,105.222627,Exact,Coal Plant,Buuruljuut Power Station,https://www.gem.wiki/Buuruljuut_power_station,2012,20
M1423,Baruun Noyon Coal Mine,,https://www.gem.wiki/Baruun_Noyon_coal_mine,,Operating,,,,Bridge Resources,Bridge Resources,Production,1.5,,Surface,Open Pit,,50,Estimate,Subbituminous,Thermal,311,-,-,-,15.26,8.77,24.03,27.07,,,Noyon,,Noyon,Ömnögovi,Mongolia,East Asia,43.109958,102.331317,Exact,,,,,
M0773,Barzasskoye Tovarischestvo Coal Mine,Gusinsky-South,https://www.gem.wiki/Barzasskoye_tovarischestvo_Coal_Mine,,Proposed,Exploration,Expansion,,Barzasskoe Tovarischestvo,AO Stroyservis,Capacity,1.5,,Surface,Open Pit,,59,Estimate,Bituminous,Thermal & Met,,-,-,-,-,-,-,-,,Glushkinskii,,,,Kemerovo,Russia,Eurasia,55.723437,86.021748,Exact,,,,2021,
M0773,Barzasskoye Tovarischestvo Coal Mine,,https://www.gem.wiki/Barzasskoye_tovarischestvo,,Operating,,,,Barzasskoe Tovarischestvo,AO Stroyservis,Production,1.8,,Surface,Open Pit,,59,Estimate,Bituminous,Thermal & Met,,-,-,-,-,-,-,-,,Glushkinskii,Razvedchik,,Kemerovsky,Kemerovo,Russia,Eurasia,55.723437,86.021748,Exact,,,,2019,
M0481,Basundhara (West) Coal Mine,,https://www.gem.wiki/Basundhara_coal_mines,,Operating,,,,Mahanadi Coalfields Limited (MCL),Coal India,Production,1.82,,Surface,Open Pit,3.57,50,Estimate,Lignite,Thermal,,92.73,-,-,-,-,-,-,51,Ib Valley,,,Sundergarh,Odisha,India,South Asia,22.059284,83.7304,Exact,,,,1998,
M0659,Batulicin Coal Mine,Sarongga,https://www.gem.wiki/Batulicin_coal_mine,,Operating,,,,Arutmin Indonesia,Bumi Resources,Production,5.9,,Surface,Open Pit,,50,Estimate,Lignite,Thermal,,14,-,-,-,-,-,167,2,Barito,Batulicin,,Tanah Bumbu,South Kalimantan,Indonesia,South East Asia,-3.256975,116.019495,Approximate,Terminal (Export),North Pulau Laut Coal Terminal,https://www.gem.wiki/North_Pulau_Laut_Coal_Terminal,2003,
M0482,Batura Coal Mine,"Batura OCP, Batura Highwall",https://www.gem.wiki/Batura_coal_mine,,Proposed,Pre-Permit,New,,South Eastern Coalfields Limited (SECL),Coal India,Capacity,3.675,,Surface,Open Pit,13.88,50,Estimate,Lignite,Thermal,,35.89,-,-,-,-,-,39,10,Sohagpur,,,Anuppur and Shahdol,Madhya Pradesh,India,South Asia,23.209521,81.639831,Approximate,,,,TBD,20
M1101,Bayangol Coal Mine,内蒙古黄陶勒盖煤炭有限责任公司巴彦高勒煤矿,https://www.gem.wiki/Bayangol_Coal_Mine,https://www.gem.wiki/内蒙古黄陶勒盖煤炭有限责任公司巴彦高勒煤矿,Operating,,,,Inner Mongolia Huang Taolegai Coal Co.,"Shandong Energy Group (60%), Inner Mongolia Shilin Investment Group (40%）",Capacity,4,,Underground,,65.27,490,Estimate,Bituminous,,,-,-,-,595.39,-,-,1040,,,Wulantaolegai,Uxin,Ordos,Inner Mongolia,China,East Asia,38.742674,109.39955,Exact,,,,,106
M0775,Baykaimskaya Coal Mine,Байкаимская,https://www.gem.wiki/Baykaimskaya_coal_mine,,Operating,,,,Kuzbassrazrezugol,Ural Mining Metallurgical Company,Production,2.5,,Underground,,,448,Estimate,Subbituminous,Thermal,,62.2,-,-,-,-,-,-,25,,Mokhovo,,Belovsky,Kemerovo,Russia,Eurasia,54.616716,86.371465,Exact,,,,2010,
M0980,Bazhanova Coal Mine,,https://www.gem.wiki/Bazhanova_coal_mine,,Operating,,,,Makiivvuhillya,State Owned,Production,1,,Underground,,,1322,Estimate,Bituminous,Thermal,,58.7,-,-,-,-,-,-,59,,,,Donestk,,Ukraine,Europe (non-EU),48.344165,39.658057,Exact,,,,,
M1258,BBM Coal Mine,"Bumi Barito, BBM Anak, BBM PCI",https://www.gem.wiki/Bumi_Barito_Mineral_coal_mine,,Proposed,Announced,Expansion,,Bumi Barito Mineral,"Cokal Limited (60%), Pacific Samudra Perkasa (25%), Other (15%)",Capacity,2.62,,Surface,Open Pit,19,59,Estimate,Bituminous,Met,,20.2,13,7,20,23,-,267,8,Rumintin,,,Murung Raya,Central Kalimantan,Indonesia,South East Asia,-0.370821,114.067904,Approximate,,,,TBD,
M0989,Bear Run Coal Mine,,https://www.gem.wiki/Bear_Run_Mine,,Operating,,,,Peabody Energy,Peabody Energy,Production,5.20,6.8,Surface,Strip,,59,Estimate,Bituminous,Thermal,591,230,218,-,-,-,-,-,44,Illinois Basin,Carlisle,Sullivan,,Indiana,United States,US & Canada,38.995173,-87.313929,Exact,Coal Plant,Cayuga Generating Station,https://www.gem.wiki/Cayuga_Generating_Station,2010,
M0990,Beckley Pocahontas Coal Mine,,https://www.gem.wiki/Beckley_Crystal_Mine,,Operating,,,,ICG Beckley,Arch Resources,Production,0.9,1,Underground,,,494,Estimate,Bituminous,,58,25.5,23,-,-,-,-,-,,Appalachia,,Raleigh,,West Virginia,United States,US & Canada,37.67,-81.37,Exact,,,,,
M0181,Beishan Coal Mine,新疆北山矿业有限公司北山露天煤矿,https://www.gem.wiki/Beishan_open-pit_mine,https://www.gem.wiki/新疆北山矿业有限公司北山露天煤矿,Proposed,Construction,New,Stage 1,Xinjiang Beishan Mining Company,"Xinjiang Beishan Huiyuan Investment Company (80%), Xinjiang Agricultural Sixth Division Aluminum Company (20%)",Capacity,3,,Surface,Open Pit,7.718,50,Estimate,Subbituminous,Thermal,150,125,-,-,-,-,-,182,42,Zhundong Coal Field,,Qitai,Changji,Xinjiang,China,East Asia,44.538798,90.366812,Exact,,,,,28.39
M0181,Beishan Coal Mine,新疆北山矿业有限公司煤矿,https://www.gem.wiki/Beishan_Coal_Mine,https://www.gem.wiki/%E6%96%B0%E7%96%86%E5%8C%97%E5%B1%B1%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Operating,,,,Xinjiang Beishan Mining Company,"Chiping Xinyou Enterprise Management Co., Ltd.",Capacity,4,,Surface,Open Pit,7.718,59,Estimate,Bituminous,Thermal,116,124.8955,-,-,-,-,-,-,31,Zhundong,Beishan,Qitai County,Changji,Xinjiang,China,East Asia,44.538798,90.366812,Approximate,,,,1956,28.39
